"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","非公開","id","Twitterプロフィール","ツイート履歴"
"husky","ひな","レトリバー","ひな","れとりばー","husky_hina","ひな・レトリバー","1846","3347","","","1135806182810038274","青色担当。少々IQ低めの仕上がりですっ♀(@husky_idol) 自撮りは加工 ありがとうございました！",""
"husky","","凛","","りん","husky_rin1","凛(husky)","1539","6018","","","1211868396565843968","red■■京都出身■■猫派で猫背■■@husky_idol",""
"husky","","kaede","","かえで","husky_kaede","kaede","1193","2130","","","1385499449787523076","husky @husky_idol みどりいろ 🍻",""
"husky","","びゃくや","","びゃくや","husky_byaku_","ひ”ゃ く や","973","574","","","1443852148647677953","︎︎ ︎︎︎︎  ⠀ ︎︎ ⠀ ⠀ ︎︎ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ⠀ ⠀ ⠀ ⠀ ⠀by a k U︎︎︎︎ ︎︎ ⠀ ⠀ ⠀ ⠀ㅤ⠀ ⠀ ⠀ ⠀ ⠀@husky_idol ⠀ ⠀ ⠀ ⠀ ⠀ ⚨ 1 6 ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ｼｬｼﾝｲﾔﾃﾞｽ",""
"husky","","響","","ひびき","husky_hibiki","響","953","1081","","","1443855686337581057","@husky_idol 新メンバー黒",""
"husky","","のどか","","のどか","husky_nodoka","のどか “husky” 8/17 生誕祭inVARON ｻﾝ","3502","14651","","","931703093044973568","【@husky_idol】18歳 ┊︎ purple × red ┊︎通販👉 https://t.co/1qufq3B6AV ┊︎MV https://t.co/sOgtLoFX5y",""
"husky","","ちくわ","","ちくわ","husky_chikuwa","ちくわﾁｬﾝﾃﾞｽ（7月11日イコフヨク）","6253","17568","","","996943245966954496","@husky_idol 172cm 黄色🟡🐺🐾#ミスiD2021 なにわの大スター賞 サブスク（https://t.co/C0MAHW4k4Z husky4周年バンドセットLIVE（https://t.co/7aQoj9xcDx",""
"I MY ME MINE","音海","ゆうな","おとみ","ゆうな","Yuuna_IMMM","音海ゆうな【I MY ME MINE】","3028","10084","","","3012236090","@IMMM_official   ピンクだよ  ˗ˏˋ 💗 ˎˊ˗　　🦀",""
"I MY ME MINE","橘","舞花","たちばな","まいか","Maika_IMMM","橘舞花🍏(I MY ME MINE)新メンバー！","6815","8939","","","3789730814","@IMMM_official 新メンバー/みどり/福岡⇨東京/ ダンスhttps://t.co/0svmNyeqZd",""
"I MY ME MINE","本多","しおり","ほんだ","しおり","Shiori_IMMM","本多しおり【 I MY ME MINE 】","9445","3862","","","1034813245545041920","@IMMM_official 白色担当。意外と小さいです。そしてよく喋ります。8月10日(水)2ndワンマンライブ 新宿BLAZE決定しました！tiktokアカウントhttps://t.co/X1bHauQsFI #しおりはおれたちがみつけた天使",""
"I MY ME MINE","早瀬","ゆい","はやせ","ゆい","Yui_IMMM","早瀬ゆい【I MY ME MINE】8/10新宿BLAZEワンマン！","2993","5543","","","1367024326147330051","🦋@IMMM_official🦋のオレンジ担当 / オタクです 8/10 2ndワンマン@新宿BLAZE きてね♡",""
"I MY ME MINE","雪白","ひなこ","ゆきしら","ひな","Hina_IMMM","雪白 ひな🐣🍼【I MY ME MINE 】","1650","8075","","","1378339810562039810","I MY ME MINE (@IMMM_official) 青色 ❅ 全力で笑顔のパフォーマンス ❅ 保育大学4年生 ❅ #ひよこ組 ❆ #そんな事言ったってひなな ※1リプ1返です！",""
"I MY ME MINE","小森","ひなこ","こもり","ひなこ","Hinako_IMMM","小森ひなこ💜🕊【I MY ME MINE】8月10日新宿BLAZE 2ndワンマン","2129","9002","","","1428684256251842567","《@IMMM_official》紫色担当/ポンコツ丸顔ぴっぴ🐤7月11日→小森ひなこ生誕祭🐙",""
"I MY ME MINE","高槻","あいの","たかつき","あいの","Aino_IMMM","高槻あいの ( I MY ME MINE )","4000","13961","","","717732629907255297","黄色【@IMMM_official】ライブ情報【 https://t.co/CpFH390gbg 】静岡県出身 150cm 猫です🐱💛8/10 2ndワンマン@新宿BLAZE",""
"I MY ME MINE","百千","もね","ももせ","もね","Mone_IMMM","百千もね❤️‍🔥🐈‍⬛【I MY ME MINE】","4752","19524","","","821666993803816961","アイマイ（ @IMMM_official ）の 赤色担当❤️‍🔥 猫目丸顔ショートヘア／ #ミスジェニック2021 グランプリ",""
"I to U $CREAMing!!","有未","りん","ゆうみ","りん","rinyuumi_ITUS","有未りん☁ 𝟬𝟴𝟭𝟬𝗩𝗲𝗮𝘁𝘀ﾜﾝﾏﾝ","1334","8685","","","988618864647794688","@ItoU_SCREAMing ﾕｰﾐﾘﾝ担当ゆうみりんです☁️｜歯列矯正中🦷｜ #りんちゃんラヴァーズ｜アユスクはいいぞ〜 ⏩https://t.co/tWIHKbfeRU @_UncleeP_",""
"I to U $CREAMing!!","哀原","なな","あいはら","なな","7aihara_ITUS","哀原なな🥀0810Veatsワンマン","1167","8038","","","989896478297542656","あいはらです。17歳+α。蠍座A型。ギャル🦋。@ItoU_SCREAMing｜#7ちゃん自撮りできたね",""
"i-COL","","あいす","","あいす","ice_icol","あいす【あいこる】","17580","4884","","","1320617947417604096","🍨 @icol_official 黒髪ボブ16歳 #あいすを愛す 🍨",""
"i-COL","","こるね","","こるね","colne_icol","こるね【あいこる】6月3日1周年ライブ有難う👍🏻","7925","6211","","","1321787010600722432","みずいろ犬シナモンくん🐶i-COL (@icol_official) #こるね親衛隊 #わんこるね",""
"I’mew（あいみゅう）","中澤","莉佳⼦","なかざわ","りかこ","rikako_imew","中澤 莉佳子（あいみゅう）","16395","8717","","","1146586760568119296","現役東大生大食いアイドル💙🍚【@imew_official】 #りかこくち ｜ お仕事→imew@wicky-records.com",""
"I’mew（あいみゅう）","愛崎","ユウナ","あいざき","ゆうな","yuna_imew","愛崎ユウナ（あいみゅう）","1086","3499","","","1340997618441224192","@imew_official のﾐﾝﾄｸﾞﾘｰﾝツインテ🛼君の幼馴染担当 ｽｷ☞ﾁｮｺ(ﾐﾝﾄ)￤Disney￤バンド￤2次元￤ｱｲﾌﾟﾗ雫たん￤スクフェス￤❤️‍🔥⇢顔面で踊る爆レス女⇠❤️‍🔥 #ねえねえうなちゃん ￤ﾁｪｷ券作者✍",""
"I’mew（あいみゅう）","虹乃","愛南","にじの","あいな","aina_imew","虹乃愛南（あいみゅう)㊗️8/11ﾜﾝﾏﾝﾗｲﾌﾞ@渋谷ﾀﾞｲﾌﾞ","1468","3816","","","1366724906616938497","どうあがいても幸せになれる!!あいにゃを推すとハズレなし🧊♡ @imew_official⏪8/11渋谷DIVEで1周年ワンマンライブ‼️にいのあいな・らいとぴんく・最年少19歳・広島県出身・パフォ担・黒髪バージンヘア・すぐ赤面します・おふろ・ねこ🪄🗯",""
"I’mew（あいみゅう）","吉乃","椿","よしの","つばき","tsubaki_imew","吉乃 椿（あいみゅう）","1861","753","","","1416966517573357572","大阪府出身 O型",""
"I’mew（あいみゅう）","楠","ゆり","くすのき","ゆり","yuri_imew","楠ゆり（あいみゅう）","1234","2154","","","1417004386094518274","I’mew（あいみゅう）【@imew_official】 のライトイエロー担当🐣💛🌼 芋への愛が強すぎるアイドル🍠 #芋めろでぃー マイメロ邦ロック銀魂大好き 大切にします #ゆりめろPTA 👶🏻🤱",""
"I＊BIS","工藤","彩夏","くどう","さあや","saaya_kudo","工藤彩夏(さーや)🧚‍♀️","617","9705","","","1065851624189386752","あいびす【I＊BIS】 【黄色担当】工藤 彩夏(さやか)さーやだよ🌟【趣味】ゴルフ、器械体操【LOVE】コナン、フルーツ、抹茶、DM返信できません【お仕事依頼→info.diva.create@gmail.com】【ライブご予約公式DM ＠IBIS_cool】",""
"I＊BIS","姫乃","のあ","ひめの","のあ","noa___himeno","姫乃のあ💜７/３生誕祭秋葉原Sinfonia🎂","935","24846","","","1349645877825085441","あいびす   紫担当 💜 ばぶぅ👶🍼💞 147㌢ わがまま眠り姫🌙(๑˘˘๑)*.。   ふわふわピュアハートのプリンセス👸🏰 あだ名〘のあたん〙〘のあ姫〙 DM返信🙅リプ2回 ☆LIVEのご予約☆ 「 @IBIS_cool 」DM予約！ ライブ撮影可能！動画❌",""
"i+chip=memory","花咲","菜愛","はなさき","なな","icm_flower","花咲菜愛@i+chip=memory","2636","14153","","","2572887246","i+chip=memory (@from_2020) に帰ってきました！ 花担当🥀花咲菜愛です🐰赤色振ってしあわせにします写真写り悪いです自撮りは詐欺かも?直接あいにきて👼🏻ライブスケジュール➡️https://t.co/IBYuO3BVc8",""
"i+chip=memory","優月","ひな","ゆづき","ひな","icm__moon","優月ひな🐣i+chip=memory/mogu☆mogu","4096","15842","","","3765875294","あいちっぷ 月担当💛mogu☆mogu 紫💜兼任 まるがお⍨⃝︎ ダンスリーダー 21歳 ダンス歴18年 おせんべい、紅茶、キティちゃんLove❤︎.*サイリウム振ってくれるの嬉しい♡  #モグ1stワンマン722",""
"i+chip=memory","雪野","ななみ","ゆきの","ななみ","icm_snow2","雪野ななみ 7/22新宿BLAZEでmogu☆mogu1stワンマンライブ","919","8213","","","1087249923261685760","@mogumogu_mgmg @from_2020 の青い子です~見つけてくれてありがとう👻甘党のアニメオタクです~",""
"i+chip=memory","天羽","すい","あまう","すい","icm_heaven","天羽すい☁️i+chip=memory","528","2591","","","1283623568022974465","⠀ ⠀ i+chip=memoryの天担当 👼☁️ ( @from_2020 ) ⠀多趣味で色々な事が好きです ☁️ ゲームとアニメが好きなFPSゲーマー 🎮",""
"i☆Ris","茜屋","日海夏","あかねや","ひみか","iRis_a_himi","茜屋日海夏(i☆Ris)","97139","26461","","","2384738900","actor/artist/あかねやひみか。本名です。🇯🇵×🇰🇷 https://t.co/vikDyuFGFp  https://t.co/taYPe1oy1n",""
"i☆Ris","若井","友希","わかい","ゆうき","iRis_w_yuki","若井友希(i☆Ris)","80991","24696","認証","","2384773820","i☆Risの赤です。声優／アイドル／シンガーソングライター／コーヒーが好きです☕️プリパラ レオナ／てっぺんっ 城ヶ崎ひかり／八十亀ちゃん 只草舞衣／ 岐阜県育ち☺︎ 岐阜はいいぞ☺︎ インスタ→https://t.co/k6d8ksgMCx ／ #やおラジ #若井珈琲 #友希ssw",""
"i☆Ris","芹澤","優","せりざわ","ゆう","iRis_s_yu","芹澤優(i☆Ris)","138074","19754","認証","","2384778510","声優/アイドル/i☆Ris(青) #セリコソロ #芹澤水産 #エビエビユユユ　インスタ→ https://t.co/PHXplbjNFL TikTok→ https://t.co/LAw1eZz6V1 海産物が大好きぷりですわ🐟",""
"i☆Ris","山北","早紀","やまきた","さき","iRis_y_saki","山北早紀🐰♡(i☆Ris)","69650","16196","認証","","2384780834","さきさまです🐰💕i☆Risのみどリーダー💚今年は売れタイガー🐯でもそんなことより人生楽しもーもーふぁーむ🐮 加湿器、美容オタク。化粧品検定1級💄ストロングゼロパイン味しか勝たん🍍 #さきさまいにち2022 #おつかれさきさま #さきさまかわいい #さきさまっちょ #さけさま #さきさま加湿器 三十路です。",""
"i☆Ris","久保田","未夢","くぼた","みゆ","iRis_k_miyu","久保田未夢(i☆Ris)","198423","29044","","","2384783184","声優／アイドル／ 公式LINEアカウントできました！https://t.co/okjMrMCUZ2 ／ 2nd写真集「UP_DATE」発売中 ／#こんにくぼた #クボタヨーグルト お肉とヨーグルトとシャインマスカットがすきです。",""
"ICE-ink","紅葉","れもん","ゆずりは","れもん","Remon_ink","紅葉れもん@7/23 2ndワンマン","2333","36670","","","1155822156820779008","リーダー🌹@_ICE_ink_ 🍩@re_chipie 🐰@remo_ct🗝@remochanman「ステージでしか生きられない」",""
"ICE-ink","碧井","なぎ","あおい","なぎ","Nagi_ink","碧井なぎ@7/23(土)2ndワンマン","727","8176","","","1274602313185812480","ICE-ink( @_ICE_ink_ )🦕ファビュラスブルー担当🦕 サブ垢→( @aoi_nagi_0210 ) 怖くないよ。おいで。お話しよう。身長高い人です。",""
"IDOL★ST∀R MINE","倉田","ほなみ","くらた","ほなみ","ISM_HONAMI","倉田ほなみ🐭アイスマ","806","9118","","","1209487846156849152","@IDOL_STAR_MINE 銀色担当🤍倉田ほなみ (くらたほなみ) 一応リーダーです！ミッフィー トムとジェリー 🥑 🍠 らぶ♡ https://t.co/GLrsB8QWlX TikTokもやってます🐭",""
"IDOL★ST∀R MINE","乙川","神楽","おつかわ","かぐら","ISM_Kagura2","乙川神楽💎アイスマ","244","556","","","1447856975551762441","@IDOL_STAR_MINE 青色担当💎",""
"IDOL★ST∀R MINE","雅","ことめ","みやび","ことめ","ISM_Kotome","雅ことめ🌱👀アイスマ","501","4902","","","1455488254514368514","（@IDOL_STAR_MINE）研究生の緑色担当💚フィロソフィア・エンタテインメント所属 DMは事務所管理です。めめちゃんって呼んでください☺️ （@meme_photo_）LINELIVE毎日頑張ります！アカウントhttps://t.co/6dlv3Cb3xL",""
"IDOL★ST∀R MINE","結夢","かえ","ゆむ","かえ","ISM_KAE","結夢かえ アイスマ研究生 (かえちゃ@🌵⭐️)","192","1383","","","1470303118990934019","@IDOL_STAR_MINE 研究生/jc3のかえちゃです(՞•֊•՞) フィロソフィア・エンタテインメント所属(DMは事務所管理です)📻SHOWROOM→かえちゃのお部屋🌵⭐️",""
"IDOL★ST∀R MINE","","いちご","","いちご","ISM_ICHIGO","いちごちゃん🍓💖アイスマ研究生","87","232","","","1497711330618343424","*°‧｡˚✩フィロソフィア・エンタテインメント所属✩⋆*。🍓@IDOL_STAR_MINE研究生のいちごちゃんですっっ💖みんなのことを笑顔でハッピーにしちゃいます‼︎♡TikTok「いちごちゃん🍓💖」で活動してます♡SHOWROOM「いちごちゃん🍓💖のお部屋」⚠️(dm事務所管理です)⚠️✨",""
"IDOLATER","月代","来実","つきしろ","くるみ","idolater_pan","月代 来実(IDOLATER)","2596","3839","","","1108979755640979456","IDOLATER ( @official_IDLT ) 埼玉県出身20歳📛 末っ子で赤色担当みんなのぱんちゃんです〜今日も良い日！",""
"IDOLATER","奥田","彩友","おくだ","あゆ","idolater_ayu","奥田 彩友(IDOLATER)","2813","2968","","","1108980324258578432","IDOLATER（@Official_IDLT ）福井県出身21歳 170cm / 黒髪ぱっつん / 衣装製作 / フォローしてね🙆🏻‍♀️",""
"IDOLATER","伏木","結晶乃","ふしき","ゆきの","idolater_yucky","伏木 結晶乃(IDOLATER)","4104","3758","","","1108981024933834753","IDOLATER(@Official_IDLT) 148cmの七色ボイス、ユッケまじ好き むらさきのこ 【ASOBISYSTEM所属】https://t.co/sfwwcIiWXk",""
"IDOLATER","砂月","凜々香","さつき","りりか","idolater_ririka","砂月 凜々香（さつきりりか）","11498","1897","","","734663404376326144","福岡県出身21歳 singer ジャグラースロットと、銀杏とチーズ、ラーメンが好きです。YouTube→https://t.co/kuEpY8GNOr",""
"IDOLATER","大石","楓夏","おおいし","ふうか","idolater_fuka","大石 楓夏（IDOLATER）","3285","930","","","806315635315642368","IDOLATER(@Official_IDLT)🐰🦋🤍💎〈ASOBISYSTEM所属〉 99's 07/25 (22)",""
"Ikenai Rouge Magic","市原","友梨","いちはら","ゆうり","yuuri_rouge","市原友梨💒ルーマジ","1073","2379","","","1233408040927289344","@I_RougeMagic_2 ❤︎ ピンク担当🎀ツインテール🐇 コジコジ と シナモンが好き  https://t.co/DQMGo8SysK TIF2022全国選抜LIVEに参加しています！7/3(日)東京にて有観客のセカチャレがあるので是非来てね❕",""
"Ikenai Rouge Magic","椎名","ゆい","しいな","ゆい","yui_rouge","🦄椎名ゆい@ルーマジ🦄","1002","1903","","","1233613800508514304","( @I_RougeMagic_2 ) ぽんこつリーダー紫担当🔮 (@Harley_Queen_3)黒色兼任🖤O型/0428/レッドブル民/しろたん推し/踊ることが大好き/インスタ⇒https://t.co/DGpxUOJ1Gn",""
