"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","Twitterプロフィール"
"RiKKYY","","Yui","","ゆい","RiKKYY_Yui","Yui@RiKKYY | 12/19(日)1周年ワンマン！青春しよな💙","4577","2899","","RiKKYY( @RiKKYY_official )青色担当💙 宇宙から来た関西人👼🏽エナジーチャージはYuiにお任せ💘| #ほろゆい #ゆい班| FORM JAPAN所属 | 激辛🌶ヨガ🧘🏼‍♀️好き ⚠︎鍵アカNG【お仕事のご依頼】 info@form-japan.com ※DMは事務所管理です。"
"RiKKYY","","yukari","","ゆかり","RiKKYY_yukari","yukari@RiKKYY 12/19ワンマン絶対来て✨","3142","3138","","RiKKYY(@RiKKYY_official)むらさき💜 │ ちっちゃいけど圧強め 生きてるだけで褒めて欲しい🤩✨ │ 食べるの大好き🍚たんとおたべ │ FORM JAPAN所属 │ お仕事のご依頼→info@form-japan.com ※DM❌※鍵垢❌"
"RiKKYY","","YUKI","","ゆき","RiKKYY_YUKI","☀️YUKI🐷@RiKKYY【12/19(日)@池袋リヴォイスワンマン絶対来て🥺❤️】","6642","3953","","見つけてくれて有難う❣️【あなたの太陽になりたいの☀️】/広島産のお喋り番長/❤️赤色担当❤️【公式】@RiKKYY_official /DMは事務所管理。依頼📩info@form-japan.com/ゆぴ関係のツイートは #ひだまり☀️ で秒でいいね！推してくれる #ひだまり☀️さん大募集中❤️"
"RiKKYY","","YUURI","","ゆうり","RiKKYY_YUURI","YUURI@RiKKYY12/19(日)1周年ワンマン来てね❣️","6825","11629","","神木悠里 @RiKKYY_official のホワイト🐻‍❄️🤍最年長のBLACKベイビー👶🍼🖤ゾウさん大好き🐘💓動物園全国制覇が夢🌷ショート ゆちゃんです FORMJAPAN所属 お仕事依頼→ info@form-japan.comまで #ゆーりんちゅ ※DM返信.鍵垢フォローNG"
"RiNCENT.","宇佐美","まや","うさみ","まや","rincent_maya","宇佐美まや【RiNCENT.】2月25日渋谷REXワンマンライブ","1140","5790","","@rincent_idolのピンク色🌸/まやめろ/主食アイス/雪見だいふく顔/愛知県出身/さぶめろ@mayamero_2 /rincent.idol@gmail.com"
"RiNCENT.","小松","せな","こまつ","せな","rincent_sena","小松せな🍥2/25渋谷REX1stワンマン","758","106","","@rincent_idol の新メン♥️赤♥️@sena_sougoaka"
"RiNCENT.","萌乃","ゆき","もえの","ゆき","rincent_yuki","萌乃ゆき ( RiNCENT. )","1740","2464","","RiNCENT.新メンバー 白色🤍Instagram:__yukipom TikTok:@__yukipom \ 今日も天使なゆきちゃん /"
"RiNCENT.","琴吹","ゆず","ことぶき","ゆず","rincent_yuzu","琴吹ゆず(RiNCENT.）2/25ワンマン！","4094","48352","","RiNCENT.(@rincent_idol)の水色担当🐟 ことぶきです！踊ってみたでは「とぷす」という名前です/コスプレしたり、管理栄養士だったりする🌶 日常（@yuzu_kotobuki）🐟有限会社サンクレイド所属▶︎rincent.idol@gmail.com"
"RIOT BABY","","CHIORI","","ちおり","CHIORI_RIOTBABY","CHIORI(ちおり)【RIOTBABY】","2387","9776","","@RIOTBABY2016 紫担当 高校3年生 18歳"
"RIOT BABY","","EMIRU","","えみる","EMIRU_RIOTBABY","EMIRU(えみる)【RIOTBABY】","1360","2246","","RIOTBABY∥EMIRU(えみる)∥オレンジ担当∥中学3年生15歳∥DMは禁止です"
"RIOT BABY","","MIKARA","","みから","MIKARA_RIOTBABY","MIKARA(ミカラ)【RIOTBABY】","3341","3004","","RIOTBABY┊ MIKARA(ミカラ)┊ あお担当┊ 高校2年 17さい┊ DMだめです┊ @RIOTBABY2016"
"RIOT BABY","","TOMOKA","","ともか","TOMOKA_RIOTBABY","TOMOKA(ともか)【RIOTBABY】","2213","3291","","│ RIOTBABY │ TOMOKA(ともか) │ みどり│ 高校2年生 │ 17歳│ DMは禁止です。 │"
"ROSARIO＋CROSS","","みむ","","みむ","mimu_rosario","みむ*ROSARIO+CROSS","2525","10361","","1999/04/16 @rosario_cross6 のピンク担当/ K-POPと可愛いお洋服と食べることが大好き！♡"
"ROSARIO＋CROSS","","もえこ","","もえこ","moeko_rosario","もえこ*ROSARIO+CROSS","1423","4518","","♥骨の髄までアイドル♥/ 静岡県出身 / 19歳児 / AB型 / 純白ホワイト担当 / 頭にリボン付けがちです🎀 / 11ch TOKAIケーブルネットワーク 『PULCLEでクルクル』『お宝探索隊』・沼津コーストFM 『RCもえこのもえもえばきゅーーんっ！💘』レギュラー出演中👶🏻🤍"
"ROSARIO＋CROSS","","れな","","れな","rena_rosario_c","れな*ROSARIO+CROSS","926","3069","","静岡ｱｲﾄﾞﾙ🍵(@rosario_cross6)￤2020.02.15加入🧚‍♀️ ｴﾒﾗﾙﾄﾞｸﾞﾘｰﾝ💚￤18ｻｲ🍒￤#ロザリオしずラン Disneyとアニメがだいすきです￤れな推し募集👼🏻"
"ROSARIO＋CROSS","","ゆり","","ゆり","yuri_rosario_c","ゆり*ROSARIO+CROSS","1042","6741","","赤色担当🍓🍎🍒返事が出来ませんがみなさんがくださったコメント見てます🍓目指せフォロワー10000人！✨是非フォローよろしくお願いします🥺💗"
"ROSARIO＋CROSS","","ゆわ","","ゆわ","yuwa_rosario","ゆわ*ROSARIO+CROSS","3172","14502","","静岡のアイドルパフォーマンスユニット ROSARIO+CROSS ( #ロザリオクロス ) の 青色担当💙　リーダー ゆわです🐹https://t.co/EpBSePQNLA"
"RUN WiTH YOU","富菜","陽葵","とみな","ひまり","RWY_himari","富菜陽葵🤍RUN WiTH YOU 研究生","320","523","","とみなひまりです🌻まけんグミプロデュースアイドルグループ@RUN_WiTH_YOU_の研究生です👶🏻🍼 ［ 🐮乳製品大好き #ソフトクリーム🍦 #ソフ活 ］10月からワンマンツアー/横浜/名古屋/大阪/東京/追加公演→横浜"
"RUN WiTH YOU","橋本","れな","はしもと","れな","RWY_rena","橋本れな【RUN WiTH YOU】🐰💕","994","2734","","@RUN_WiTH_YOU_ピンク担当！♡ただのハロヲタ(モーメントに歌ってるのあるよ)/ジョジョ/ガンダムOO/キングダム♡#れなちゃんのおうた　#橋本ラーメン部 #はしめろ #うごめろ 💖12月5日1stワンマンツアー追加公演！💖オンラインSHOPあるよ→https://t.co/ob2aTo53FF"
"RUN WiTH YOU","鳴瀬","りく","なるせ","りく","RWY_riku","鳴瀬りく👾RUN WiTH YOU","712","3483","","まけんグミプロデュース @RUN_WiTH_YOU_ 魅惑のパープル👾派手髪のひと | オタ活たのしい #鳴瀬の推し事 | ももクロ💛 | ごはんおいしい #おうちで鳴瀬 💜12/5ワンマン追加公演来て欲しい！"
"RUN WiTH YOU","平野","詩織","ひらの","しおり","RWY_shiori","平野詩織 🤍 ランウィズ研究生","264","1153","","まけんグミプロデュースアイドル@RUN_WiTH_YOU_の研究生 /#ランウィズ/ ねこめ🐈/ ディズニーとサンリオとアイドルが好きです♡ ✨1stワンマンツアー追加公演12月5日✨"
"RUN WiTH YOU","都築","麗","つづき","うらら","RWY_urara","都築麗","1849","11440","","ランウィズ( @RUN_WiTH_YOU_ )の赤担当 ✿ うらりんって呼ばれてます。邦ロック：少女漫画：FPSゲーム：お芝居もしてます【11.16～21 チェンジオブワールド出演】お問い合わせ( @STAR_talent7 ) talent@starinc.jp ❤️1stワンマンツアー追加公演12月5日❤️"
"RURUDiA","月宮","みなみ","つきみや","みなみ","minami_t0928","月宮みなみ💎RURUDiA","141","1005","","RURUDiA(@RURUDiA02)のネモフィラ担当、リーダー 月宮みなみです💐あだ名はぽめちゃん🐶🌼"
"RURUDiA","日向","璃虹","ひなた","りこ","riko_h0427","日向璃虹🌻RURUDiA","291","718","","ひなたりこ ∥ 144cm ∥ 2021.11.13 新宿アルタKeyStudio にてデビュー🌷 ∥ '君だけを、見つめてます。' RURUDiA 💐 (@RURUDiA02) の ひまわり担当🌻 ∥ 🍓💛 ∥ #ルルディアライブ #ルルディアセトリ"
"RURUDiA","戸田","紗愛","とだ","さら","sara_t0401","戸田紗愛🌿💜RURUDiA","239","1202","","とださら｜ 'あなたのことを待ってます'RURUDiA💐(@RURUDiA02)ラベンダー担当🌿💜アイドルオタクでしたがアイドルという夢を見つけました｜みんなの癒しになれますように｜11/13新宿keystudioお披露目"
"RYUKYU IDOL","","れいな","","れいな","017_idol","れいな＠RYUKYU IDOL 研修生","328","1453","","RYUKYU IDOL(@RYUKYUIDOL2011)研修生です🌼成長中、温かく見守って下さい🌼よろしくお願いします🌼アイドル"
"RYUKYU IDOL","","まり","","まり","0322wa","まり@RYUKYU IDOL","1214","12780","","琉ドル(@RYUKYUIDOL2011)沖縄のアイドル！身長167cm！看護師と保健師の免許持ってます💉フォロー返すの🙅cheer沢山してくれると嬉しいです💖牛、鯖、アニメ、ゲーム、特撮、プロレス、メガネ、鼻が好き！よろしくお願いします！ #ﾏﾘｯ"
"RYUKYU IDOL","","あかり","","あかり","akari_menma","あかり@RYUKYU IDOL","564","2875","","2021年1月5日からRYUKYU IDOLで活動してます【@RYUKYUIDOL2011】／運営管理のためDMはNGです／琉ドルがだいすき／麻雀とメンマとラーメンもだいすき／猫6匹と生活してます／#TIF出たい"
"RYUKYU IDOL","園田","はる花","そのだ","はるか","harupan_pa","はるぱん@RYUKYU IDOL","689","8506","","髪を伸ばしています。 園田はる花 @RYUKYUIDOL2011"
"RYUKYU IDOL","","こうあ","","こうあ","koua_piyo","こうあ@RYUKYU IDOL","728","9543","","RYUKYU IDOL（琉ドル）です ✽ ハイビスカスの蕾から生まれて3さい！ インナーカラーのおんな。デザインあ！"
"RYUKYU IDOL","天久","舞子","あめく","まいこ","maichu_pyon","まいちゆう･×･@RYUKYU IDOL","1600","17019","",""
"SAISON","岡田","彩花","おかだ","あやか","ayaka_o1106","岡田彩花","22896","3119","認証","SAISON 松竹芸能所属 23歳 ドラ2の母 過去・出演舞台『雨のち晴れ』『家族のはなし』『想稿 銀河鉄道の夜』『ヤンキャバウォーズ』など SAISONライブ情報は随時ツイートしてるから見逃さないでね😘"
"SAISON","廣島","みずき","ひろしま","みずき","hir0shimamizuki","廣島みずき🥀","2476","2386","","みーみ と呼ばれてます 👤🌙 アイドル ( @saison_idol ) YouTube (@uimimi_mngtr) すきなものは ミッフィー グラビア おしゃべり メイク 赤色 🖐🏻"
"SAISON","鈴木","まりや","すずき","まりや","mariyannu_s","鈴木まりや","161188","10529","認証","2nd写真集『All for you...』予約受付中 #1年限定アイドル #SAISON @SAISON_idol ＊youtubeまりやんぬCh."
"SAISON","米山","穂香","よねやま","ほのか","Oh_kM_3","米山穂香【SAISON】","6158","5836","","2021.11.20start @SAISON_idol 💎こめちゃん 💎SAISONで1番ちっちゃい人"
"SAISON","小島","瑠那","こじま","るな","runa_kojima","小島瑠那","18377","2390","","泡沫パーティーズ(@utapa_official) SAISON(@SAISON_idol)【ex】ミスFLASH2018 Doll☆Elements お仕事はDMで💌常にコスプレしてます #まいにちるなぽん"
"SAKA-SAMA","朝倉","みずほ","あさくら","みずほ","mizuho_TUR","朝倉みずほ","4939","497","","ATOMIC MINISTRYの女。SAKA-SAMAのサポーター。○。チームみじんこ(@mijinko_team)"
"SAKA-SAMA","寿々木","ここね","すずか","ここね","sakasama_kokone","寿々木ここね🎊SAKA-SAMA","3951","9818","","SAKA-SAMA @sakasama_info リーダー 🛸｜寿々木ここねソロ｜ツーピースバンド ◯｜https://t.co/pHd23twTZf"
"Satanic Punish","姫乃","羽咲","ひめの","うさぎ","stpn_usagi","姫乃 羽咲🐇","1356","5091","","Metal Idol Group 𓊆 @SatanicPunish 𓊇 Innocent White┊︎野球好き #seibulions #baystars┊︎元ソフトボール部ピッチャー(左投左打)┊︎アイカツ!シリーズは人生┊︎#sanrio マイメロディ┊︎#マヨバカ学園 11月期ありがとうございました！"
"Satanic Punish","","うぇぶ式。","","うぇぶしき","stpn_web","うぇぶ式。","520","5165","","@SatanicPunish で叫んでる人 担当カラーはバキバキピンク🚸 電脳デジタル霊媒師"
"SAY-LA","七聖","真祐","ななせ","まゆ","_NanaseMayu","七聖 真祐🍵SAY-LA","1650","2416","","3000年に一度の正統派アイドル @SAY_LA_info 白 / ななせまゆ / Ｂ型 / 元OL(工場に勤めてました) / 年中かき氷🍧 / 身長165cm / ショートヘアにしました✧"
"SAY-LA","星奈","さな","ほしな","さな","Hosina_sana","星奈さな🐻💚SAY-LA","2759","2598","","しなもんくん💓💭 💎https://t.co/XuW0MA4p2E ライブ情報⇨@say_la_info"
"SAY-LA","藤沢","泉美","ふじさわ","いずみ","izumifujisawa","藤沢泉美@12/21 ⑦周年 渋谷クアトロ","11399","36151","","❤️2021/12/19 誕生日ソロライブ❤️2022/01/23 生誕祭❤️ SAY-LA(セイラ)のリーダー👸🏻🌹／激辛党／愛犬ロゼくん／ハロプロ(和田彩花ちゃんと植村あかりちゃん推し)／ #美しいずみさま"
"SAY-LA","加藤","まい","かとう","まい","katoh_mai","加藤まい🌼 SAY-LA 10月12日#水色ラフレシア","1300","3902","","SAY-LA(https://t.co/AbkO3eZoAt)3000年に1度の正統派アイドル 黄色担当のまいまい🌼 山口県出身⛰ 元ヘアメイクアーティスト💄 丑年🐮年女🐮🐮 チーズ🧀"
"SAY-LA","ももち","もも","ももち","もも","momo_nyan0630","ももちもも🍑ミスジェニック2021候補生","2459","1440","","3000年に一度の正統派アイドルSAY-LA (@SAY_LA_info)／💗ピンク担当💗／長崎県出身／グミが主食"
"SAY-LA","小椋","妃奈乃","おぐら","ひなの","ogura_hinano","小椋妃奈乃 【SAY-LA】","1436","2298","","3000年に1度の正統派【@SAY_LA_info】青色担当"
"SAY-LA","沙藤","まなか","さとう","まなか","sato_manaka","沙藤まなか 12/21渋谷クアトロ〈 SAY-LA 〉","6490","17152","","〈@SAY_LA_info〉のもんちゃん こと 沙藤まなかです♡￤ふぇみにんぱーぷる担当🤭💜￤元保育士￤#おさとうもなか￤10/12 #水色ラフレシア オリコンデイリー１位🏆￤✨✨12/21SAY-LA７周年渋谷クアトロ単独公演✨✨"
"SAY-LA","咲山","しほ","さやま","しほ","sayama_shiho","咲山しほ 🐹 SAY-LA 12/21 渋谷クアトロ🏰💖","6166","12997","","︎🐹 SAY-LA @SAY_LA_info のオレンジ担当 しおまるです🐹 埼玉県出身 / 元メチャハイ / PUBGMOBILE / カビゴン / すみっコぐらし / ミッフィー / すき❤︎ 10月12日❻枚目シングル『水色ラフレシア』リリースしました𓂃 𓈒𓏸𑁍"
"SeedS/PISTIL","森岳","亜弥","もりたけ","あや","aya_moritake","森岳亜弥（SeedS/PISTIL）12/9(木)あかね生誕祭🎂","5520","7220","","ハニー・ビート所属🐝女優/アイドルしてます🙌好きなこと❤️歌・ダンス・ミュージカル😍エネルギー源はプリン🍮とお肉🍖ハロプロさん💕 マイペースに日々楽しんでます！！よろしくお願いします💕DMの返信、リプ祭り以外のリプ返、鍵アカのフォローはできません🙅‍♀️事務所管理です🎶"
"SeedS/PISTIL","福田","千穂","ふくだ","ちほ","chiho_sun1114","CHIHO🌻12月9日AKANE生誕祭！","1326","3215","","2020.12.01ハニー・ビート業務提携🐝奈良県出身🦌福田千穂です🌱アイドル SeedS/PISTIL (@SeedS_0303) #SeedSPISTIL 向日葵担当🌻作詞したりする🖊深煎りコーヒーとビターチョコレートとラジオが好き☕️🍫🎧🌻2021/11/12人生初生誕ライブありがとう💜"
"SeedS/PISTIL","波妃","美咲","なみき","みさき","namikimisaki","波妃 美咲 SeedS/PISTIL 12/9 茜生誕祭🎂","7541","23965","","🇯🇵×🇰🇷ハーフ/地元愛媛大好き🍊/ アイドル『SeedSPISTIL 』🌱/ グラビア👙→ 1stDVD『Confessin 告白』イーネットフロンティアさんから発売 /アイドルとグラビアの二刀流頑張ってます！！"
"SeedS/PISTIL","花森","りり","はなもり","りり","riri___0929","花森りり(SeedS/PISTIL)","497","1414","","ハニー・ビート所属🐝 SeedS/PISTIL @SeedS_0303 新メンバー 朱頂蘭(アマリリス)担当/笑うと目無くなります(?)/心の底からステージが好きです/『マニア大集合！ジャッキーファミリー登竜門SP』番組アシスタント"
"SeedS/PISTIL","尾﨑","茜","おざき","あかね","x_akn_x","尾﨑 茜 / 12月9日(木)生誕祭 @池袋LIVE INN ROSA","1654","2974","","株式会社Honey Beat所属⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀⠀ 役者 | ダンサー | アイドル ⠀ ( @SeedS_0303 ) ⠀ ⠀ダンスとミュージカルと恐竜がすき🦕🌱 ⠀ ⠀ ⠀ ⠀【出演予定】11/23〜28 「BACK TO THE STAGE」@阿佐ヶ谷シアターシャイン"
